Dates,ABBV,NASDAQ,SPX,DJI,10Y Yield,ABBVP,NASDAQP,SPXP,DJIP
24/11/2017,0.011844749,0.015683182,0.009154196,0.008547489,2.34,187.03,131.85,84.1,79.35
1/12/2017,0.016897188,-0.005995256,0.015317762,0.02860329,2.37,191.88,130.46,86.92,84.48
8/12/2017,-0.003837193,-0.001128178,0.003477423,0.004011275,2.38,190.76,130.2,87.57,85.22
15/12/2017,0.015614252,0.014118158,0.00916991,0.013281503,2.35,195.3,133.45,89.29,87.68
22/12/2017,0.007822553,0.003384022,0.002852766,0.00415601,2.48,197.61,134.24,89.83,88.46
29/12/2017,-0.015288465,-0.00815403,-0.003634831,-0.001432665,2.4,193.06,132.33,89.14,88.19
5/1/2018,0.045485566,0.033788146,0.026012478,0.023327488,2.47,206.39,140.18,94.06,92.58
12/1/2018,-0.007604687,0.017445249,0.015716789,0.020095545,2.55,204.06,144.37,97.11,96.45
19/1/2018,0.042853384,0.010394075,0.008624626,0.010384322,2.64,217.09,146.91,98.81,98.49
26/1/2018,0.177457504,0.023085335,0.022232282,0.020907854,2.66,273.36,152.61,103.23,102.64
2/2/2018,-0.06524534,-0.03531135,-0.038527776,-0.041156731,2.84,249,143.69,95.4,94.3
9/2/2018,-0.033610315,-0.05059707,-0.051637666,-0.052135872,2.83,237.27,131.36,85.31,84.17
16/2/2018,0.065585436,0.053077455,0.043009012,0.042515068,2.87,259.39,143.64,93.28,92
23/2/2018,0.001279947,0.013544574,0.00553601,0.00359375,2.88,259.85,146.94,94.35,92.69
2/3/2018,-0.031235237,-0.010852839,-0.020375611,-0.030515336,2.86,248.61,144.26,90.39,86.81
9/3/2018,0.036918046,0.041758782,0.035401019,0.032546438,2.9,261.48,154.46,97.13,92.89
16/3/2018,-0.046752241,-0.01041421,-0.012428347,-0.015397377,2.85,244.58,151.81,94.68,89.92
23/3/2018,-0.142927622,-0.065406457,-0.059482227,-0.056655434,2.82,195.33,135.34,83.1,79.16
30/3/2018,-0.028815224,0.010113028,0.020316767,0.024224157,2.74,186.82,137.72,86.82,83.5
6/4/2018,-0.051460847,-0.020991082,-0.013756557,-0.007029973,2.77,172.06,132.73,84.25,82.21
13/4/2018,0.022825847,0.027671551,0.019864315,0.017836562,2.82,178.27,139.17,87.91,85.46
20/4/2018,0.008409099,0.005560898,0.005215263,0.004205759,2.96,180.61,140.5,88.89,86.24
27/4/2018,0.066177257,-0.003659044,-5.29E-05,-0.006174828,2.96,199.18,139.62,88.88,85.09
4/5/2018,0.014606591,0.012603289,-0.002435409,-0.001999028,2.95,203.55,142.64,88.42,84.72
11/5/2018,0.040026355,0.026788658,0.02414818,0.023440883,2.97,215.7,149.14,92.97,89.05
18/5/2018,0.017263225,-0.006542506,-0.00544126,-0.004707749,3.06,221.15,147.51,91.92,88.16
25/5/2018,-0.046240075,0.010827845,0.003074198,0.001541241,2.93,206.3,150.19,92.51,88.45
1/6/2018,-0.029970617,0.016187697,0.004882863,-0.004775803,2.89,197.12,154.24,93.45,87.55
8/6/2018,0.02426629,0.012075205,0.016283277,0.027672621,2.93,204.33,157.31,96.6,92.74
15/6/2018,-0.008543358,0.01317477,0.000203459,-0.008923939,2.93,201.73,160.7,96.64,91.02
22/6/2018,-0.061081099,-0.006904488,-0.008899512,-0.020312009,2.9,183.3,158.9,94.89,87.14
29/6/2018,-0.008965761,-0.02371572,-0.013289548,-0.01261088,2.85,180.76,152.76,92.3,84.78
6/7/2018,0.046089186,0.02369837,0.015288612,0.007630696,2.82,193.7,158.75,95.24,86.19
13/7/2018,-0.002996255,0.01789372,0.015007171,0.02304098,2.83,192.82,163.38,98.17,90.48
20/7/2018,-0.079912574,-0.000721391,0.000201847,0.00152247,2.89,169.42,163.19,98.21,90.77
27/7/2018,0.018558385,-0.010600707,0.006054185,0.015673324,2.96,174.42,160.4,99.41,93.76
3/8/2018,0.065957292,0.009639017,0.007622486,0.000464492,2.95,192.52,162.91,100.93,93.85
10/8/2018,-0.007589225,0.003461261,-0.002488429,-0.005880836,2.87,190.3,163.82,100.43,92.71
17/8/2018,0.031415777,-0.002880752,0.005987128,0.014114473,2.87,199.42,163.06,101.63,95.43
24/8/2018,-0.014260904,0.016574166,0.008580072,0.004707568,2.82,195.15,167.42,103.36,96.35
31/8/2018,-0.014568863,0.020604293,0.009343037,0.006773619,2.86,190.85,172.93,105.26,97.68
7/9/2018,-0.018875709,-0.025537684,-0.010279645,-0.001871712,2.94,185.36,165.96,103.15,97.31
14/9/2018,0.016049902,0.013611069,0.011567807,0.009173382,2.99,189.94,169.58,105.5,99.12
21/9/2018,-0.035731531,-0.00289339,0.008515815,0.022498996,3.07,179.58,168.8,107.25,103.6
28/9/2018,0.02514486,0.007440476,-0.00535585,-0.010658153,3.05,186.61,170.8,106.14,101.43
5/10/2018,-0.002128328,-0.032053176,-0.009750655,-0.00039716,3.23,186,162.12,104.13,101.35
12/10/2018,-0.039090909,-0.037425607,-0.041052271,-0.041867395,3.15,174.82,152.31,95.75,92.92
19/10/2018,-0.029983262,-0.006381039,0.000255428,0.004094962,3.2,166.58,150.7,95.8,93.71
26/10/2018,-0.081626529,-0.037854009,-0.039427988,-0.029683548,3.08,144.82,141.21,88.08,87.96
2/11/2018,-0.015235683,0.026491439,0.024245002,0.023568844,3.22,141.09,147.6,92.64,92.39
9/11/2018,0.116014766,0.006785137,0.021283223,0.028431831,3.19,169.06,149.28,96.74,97.86
16/11/2018,0.030848138,-0.02146181,-0.016112636,-0.022136864,3.08,177.36,143.93,93.57,93.48
23/11/2018,-0.064464955,-0.042635182,-0.037919099,-0.044397354,3.05,159.48,133.53,86.23,84.89
30/11/2018,0.100932634,0.056438145,0.048488428,0.051598248,3.01,185.67,146.71,95.26,94.43
7/12/2018,-0.077537018,-0.049288638,-0.046041176,-0.045003343,2.85,163.52,134.55,86.27,85.68
14/12/2018,-0.015558591,-0.008399062,-0.012562409,-0.011848341,2.89,159.42,132.58,83.93,83.48
21/12/2018,-0.008056434,-0.083584143,-0.070515957,-0.068672335,2.79,157.33,113.14,70.96,70.88
28/12/2018,0.073019081,0.039692221,0.028603182,0.027504682,2.72,176.12,121.6,75.85,75.58
4/1/2019,-0.022490222,0.023465704,0.018595394,0.016061055,2.67,169.91,126.8,79.12,78.4
11/1/2019,-0.008521359,0.034479718,0.025401965,0.024047085,2.71,167.61,134.62,83.67,82.69
18/1/2019,0.013452412,0.026681442,0.028638319,0.029613006,2.79,171.21,140.88,88.93,88.1
25/1/2019,-0.100106928,0.001037861,-0.002223046,0.001222754,2.76,144.06,141.13,88.51,88.33
1/2/2019,-0.000491682,0.013851449,0.015702085,0.013221473,2.7,143.94,144.47,91.47,90.82
8/2/2019,-0.010330409,0.004704054,0.000470048,0.001676973,2.63,141.42,145.62,91.56,91.14
15/2/2019,0.014828929,0.023857992,0.02500522,0.030972062,2.66,145,151.48,96.35,97.06
22/2/2019,-0.010285714,0.007396214,0.006162465,0.005734294,2.65,142.48,153.34,97.56,98.19
1/3/2019,0.001031013,0.008999763,0.003948168,-0.000252283,2.76,142.73,155.62,98.34,98.14
8/3/2019,-0.031475302,-0.024645959,-0.021629525,-0.022105582,2.62,135.09,149.32,94.05,93.76
15/3/2019,0.04844953,0.037862987,0.028961608,0.015637903,2.59,146.48,158.76,99.67,96.79
22/3/2019,-0.019393054,-0.005990107,-0.007712726,-0.0133645,2.44,141.7,157.21,98.13,94.16
29/3/2019,0.010384775,0.011352591,0.012012315,0.016687268,2.41,144.21,160.13,100.51,97.4
5/4/2019,0.035502232,0.027101834,0.020597476,0.019148936,2.5,152.88,167.18,104.64,101.18
12/4/2019,-0.031991458,0.005726477,0.005082095,-0.000497067,2.56,144.79,168.71,105.68,101.08
19/4/2019,-0.039748356,0.001711883,-0.000826527,0.005569922,2.57,135.06,169.17,105.51,102.2
26/4/2019,0.027482345,0.018575621,0.01197022,-0.000593472,2.51,141.52,174.17,107.97,102.08
3/5/2019,-0.012421332,0.00215195,0.001971438,-0.001435075,2.54,138.52,174.76,108.38,101.79
10/5/2019,-0.016015428,-0.030280972,-0.02178712,-0.021210169,2.47,134.7,166.44,103.84,97.51
17/5/2019,0.025948019,-0.012685783,-0.007604003,-0.006885727,2.39,140.79,163.06,102.29,96.15
24/5/2019,0.007558453,-0.022960541,-0.011715853,-0.006933469,2.32,142.61,157.02,99.92,94.79
31/5/2019,-0.041877911,-0.024044821,-0.026160464,-0.030135017,2.14,132.45,150.84,94.69,88.92
7/6/2019,0.009421381,0.038749801,0.04407006,0.047109888,2.09,134.64,160.56,103.27,97.82
14/6/2019,0.016237641,0.007061713,0.004722783,0.004094631,2.09,138.45,162.4,104.23,98.63
21/6/2019,0.00117425,0.030144817,0.021985017,0.024115189,2.07,138.73,170.31,108.72,103.42
28/6/2019,-0.076948854,-0.003181532,-0.002922576,-0.004473503,2,120.36,169.45,108.11,102.51
5/7/2019,0.003721184,0.019409909,0.01652972,0.012098168,2.04,121.18,174.68,111.55,104.96
12/7/2019,-0.037119089,0.010120868,0.007799575,0.015271272,2.12,112.97,177.46,113.2,108.09
19/7/2019,-0.024745269,-0.011857565,-0.012335835,-0.006535634,2.05,107.7,174.17,110.57,106.73
26/7/2019,-0.011410688,0.022540759,0.016574061,0.001402796,2.08,105.33,180.35,114.06,107.02
2/8/2019,-0.035552525,-0.039129659,-0.03101934,-0.025987827,1.86,98.03,169.38,107.42,101.64
9/8/2019,0.003534818,-0.005642587,-0.004580079,-0.007488594,1.74,98.73,167.86,106.47,100.13
16/8/2019,-0.017561516,-0.007914582,-0.010267836,-0.015240094,1.55,95.24,165.74,104.35,97.08
23/8/2019,0.023919279,-0.018250922,-0.014387081,-0.0099452,1.52,99.91,160.89,101.41,95.12
30/8/2019,-0.003501576,0.027214535,0.027853632,0.030186552,1.5,99.21,167.99,107.02,101.01
6/9/2019,0.028613021,0.017612597,0.017872669,0.014974379,1.55,104.91,172.71,110.72,104.02
13/9/2019,0.042750476,0.009093909,0.009633637,0.015733752,1.9,113.67,175.19,112.75,107.23
20/9/2019,0.02662985,-0.007231367,-0.005076381,-0.010471457,1.74,119.36,173.2,111.67,105.06
27/9/2019,0.034008023,-0.021925329,-0.01015732,-0.004242661,1.69,126.82,167.21,109.52,104.19
4/10/2019,-0.002557094,0.00538902,-0.003293242,-0.009207111,1.52,126.24,168.65,108.83,102.31
11/10/2019,-0.013790665,0.009343011,0.006177273,0.009144382,1.76,123.12,171.16,110.12,104.16
18/10/2019,0.038454643,0.004019767,0.005377879,-0.001714342,1.76,131.7,172.25,111.25,103.81
25/10/2019,0.000906344,0.018989899,0.01216568,0.007016339,1.8,131.91,177.42,113.82,105.24
1/11/2019,0.068216118,0.017374378,0.014685249,0.01442214,1.73,147.73,182.24,116.96,108.2
8/11/2019,0.042304121,0.010629252,0.008526917,0.012199808,1.94,158.21,185.24,118.81,110.74
15/11/2019,0.040161109,0.007712803,0.00886614,0.011720604,1.84,168.58,187.44,120.75,113.21
22/11/2019,-0.029116092,-0.002435291,-0.003261608,-0.004643309,1.77,160.76,186.74,120.03,112.22
29/11/2019,0.019519865,0.017088652,0.009862292,0.006314202,1.78,165.85,191.64,122.2,113.56
6/12/2019,-0.00853865,-0.001028665,0.001575158,-0.001264282,1.84,163.58,191.34,122.55,113.29
13/12/2019,0.009864178,0.009027253,0.007279263,0.004266492,1.82,166.18,193.97,124.17,114.2
20/12/2019,0.016530168,0.021770929,0.01654994,0.011391223,1.92,170.58,200.37,127.88,116.64
27/12/2019,-0.001034814,0.009155375,0.005836405,0.006646972,1.88,170.3,203.12,129.21,118.08
3/1/2020,-0.005586385,0.001550541,-0.00161424,-0.000366838,1.8,168.79,203.59,128.84,118
10/1/2020,0.00405521,0.017523634,0.009438909,0.006605505,1.83,169.88,208.91,131,119.44
17/1/2020,-0.011894175,0.022886925,0.01969697,0.018182647,1.84,166.67,215.98,135.55,123.43
24/1/2020,-0.050699366,-0.007880246,-0.010273827,-0.012173835,1.7,153.15,213.49,133.13,120.71
31/1/2020,-0.030140233,-0.017608217,-0.021232789,-0.025327353,1.51,145.52,207.97,128.18,115.12
7/2/2020,0.139092538,0.040393545,0.031685511,0.029936779,1.59,179.67,220.41,135.41,121.56
14/2/2020,0.019058176,0.022127899,0.015759738,0.010155263,1.59,185,227.5,139.12,123.81
21/2/2020,0.009684211,-0.015877863,-0.012546002,-0.013761673,1.46,187.76,222.3,136.12,120.73
28/2/2020,-0.097407562,-0.105398697,-0.114899204,-0.123589906,1.13,159.73,188.33,108.99,93.45
6/3/2020,0.036268433,0.000971109,0.006124695,0.017885759,0.74,169.15,188.61,110.27,96.91
13/3/2020,-0.038825933,-0.081701951,-0.08793456,-0.103549845,0.94,158.7,165.03,91.78,76.52
20/3/2020,-0.193853885,-0.126400785,-0.149754928,-0.173011557,0.92,108.55,131.53,63.06,45.98
27/3/2020,0.055909854,0.090528225,0.10260027,0.128442252,0.72,120.21,152.49,79.79,64.73
3/4/2020,0.009627174,-0.017228405,-0.020802047,-0.027013902,0.62,122.33,148.14,76.05,60.28
10/4/2020,0.086987811,0.105867655,0.121045158,0.126653357,0.73,141.67,174.41,97.36,80.58
17/4/2020,0.046385567,0.060894282,0.030350628,0.022040093,0.65,152.88,191.12,103.35,84.56
24/4/2020,0.001660867,-0.001820555,-0.013130071,-0.019234937,0.6,153.3,190.59,100.68,81.01
1/5/2020,-0.008961705,-0.003406862,-0.002142715,-0.002209823,0.64,151.03,189.6,100.25,80.61
8/5/2020,0.013504362,0.060013812,0.035006242,0.025635347,0.69,154.42,206.98,107.26,85.24
15/5/2020,0.080418206,-0.011727148,-0.022580334,-0.026560138,0.64,174.88,203.38,102.58,80.32
22/5/2020,0.015315774,0.034412288,0.032086089,0.032941437,0.66,179.09,213.82,109.08,86.26
29/5/2020,0.006198717,0.017717163,0.03003635,0.037528186,0.65,180.82,219.38,115.36,93.25
5/6/2020,0.01271277,0.034159935,0.049173477,0.068046572,0.91,184.39,230.29,125.95,106.4
12/6/2020,-0.014803615,-0.022949529,-0.047798185,-0.055523256,0.71,180.18,222.71,115.15,94.94
19/6/2020,0.045970448,0.037278052,0.018545201,0.010413461,0.7,193.06,234.74,119.14,96.97
26/6/2020,-0.006005596,-0.018999821,-0.028611846,-0.033101488,0.64,191.3,228.38,112.87,90.45
3/7/2020,0.028630278,0.046166027,0.040165359,0.032449462,0.68,199.64,243.54,121.42,96.63
10/7/2020,-0.020758243,0.040140886,0.017613585,0.009611962,0.65,193.42,257.33,125.32,98.52
17/7/2020,0.041340059,-0.010774354,0.012471152,0.022869232,0.64,205.55,253.48,128.13,103.06
24/7/2020,-0.036917035,-0.013324658,-0.002849253,-0.007583965,0.59,194.27,248.77,127.48,101.52
31/7/2020,-0.022632276,0.036872437,0.017276244,-0.001538309,0.55,187.61,261.63,131.41,101.21
7/8/2020,-0.020965891,0.0247214,0.024501966,0.038019979,0.57,181.58,270.57,137.08,108.86
14/8/2020,0.02311954,0.000755593,0.006411338,0.018146127,0.71,188.09,270.85,138.6,112.65
21/8/2020,-0.002221528,0.026560604,0.007208718,-4.70E-05,0.64,187.45,280.7,140.32,112.64
28/8/2020,-0.00727083,0.033937484,0.03266478,0.02591234,0.74,185.36,293.62,148.17,118.15
4/9/2020,-0.024425287,-0.032721915,-0.023129307,-0.018152647,0.72,178.39,280.74,142.43,114.19
11/9/2020,-0.023599986,-0.040605137,-0.025079404,-0.016620757,0.67,171.82,265.28,136.35,110.63
18/9/2020,0.004561842,-0.005557381,-0.00643114,-0.000332336,0.7,173.06,263.25,134.83,110.56
25/9/2020,-0.043067458,0.011149346,-0.006345016,-0.017477204,0.66,161.3,267.3,133.34,106.88
2/10/2020,-0.001262916,0.014783556,0.015170995,0.018754834,0.7,160.97,272.73,136.88,110.76
9/10/2020,0.0183546,0.045582593,0.038416076,0.032643765,0.79,165.76,289.72,145.98,117.64
16/10/2020,-0.016330524,0.007928769,0.001910724,0.000689212,0.76,161.42,292.81,146.45,117.79
23/10/2020,-0.02233953,-0.010564904,-0.005274904,-0.009458653,0.85,155.58,288.66,145.15,115.73
30/10/2020,0.008999139,-0.055138167,-0.05641444,-0.064756872,0.88,157.88,267.23,131.32,101.76
6/11/2020,0.091050101,0.090134248,0.073275117,0.068745044,0.83,181.36,300.33,148.27,115.63
13/11/2020,0.066676144,-0.005545425,0.02154912,0.040857024,0.89,200.12,298.11,153.62,124.44
20/11/2020,0.018192723,0.002185326,-0.007688668,-0.007351631,0.83,205.58,298.98,151.67,122.79
27/11/2020,0.040153151,0.029600481,0.022728176,0.022083576,0.84,217.85,310.79,157.39,127.71
4/12/2020,0.02277804,0.021154361,0.016667314,0.010320144,0.97,225.09,319.48,161.68,130.06
11/12/2020,-0.008766803,-0.006913321,-0.009630083,-0.005694167,0.9,222.24,316.58,159.16,128.75
18/12/2020,-0.017750745,0.030510346,0.012540516,0.004415301,0.95,216.52,329.29,162.41,129.76
25/12/2020,-0.011405282,0.003843556,-0.001714874,0.000696379,0.94,212.91,330.94,161.96,129.92
1/1/2021,0.037678566,0.006520629,0.014315163,0.013439457,0.93,224.7,333.75,165.71,133.01
8/1/2021,0.001108716,0.024345821,0.018290618,0.01609373,1.13,225.06,344.31,170.57,136.76
15/1/2021,0.030302098,-0.015417164,-0.014783605,-0.009123163,1.11,234.91,337.46,166.57,134.6
22/1/2021,0.003075453,0.041900974,0.019432044,0.005924979,1.1,235.94,355.79,171.75,135.99
29/1/2021,-0.075578972,-0.034884486,-0.033118675,-0.032755625,1.11,210.55,339.89,162.75,128.26
5/2/2021,0.060956368,0.060105936,0.046470029,0.038903005,1.19,229.48,366.33,174.96,137.14
12/2/2021,-0.039456113,0.017262454,0.012365435,0.009951927,1.2,216.48,374.38,178.36,139.5
19/2/2021,0.00546638,-0.015683629,-0.007149016,0.001127349,1.34,218.21,366.94,176.37,139.77
26/2/2021,0.025989127,-0.049149784,-0.024459963,-0.017808733,1.44,226.48,343.99,169.61,135.5
5/3/2021,-0.00964837,-0.020631095,0.008085753,0.018216561,1.56,223.33,334.83,171.79,139.79
12/3/2021,0.014257879,0.030931628,0.026380662,0.040702281,1.64,227.94,348.28,178.96,149.55
19/3/2021,-0.044367872,-0.007852235,-0.007671351,-0.004608295,1.74,213.39,344.76,176.82,148.4
26/3/2021,0.024761479,-0.005800881,0.015714183,0.013647343,1.67,221.15,342.18,181.17,151.79
2/4/2021,0.023976335,0.025984893,0.011381015,0.002422654,1.72,228.85,353.67,184.37,152.4
9/4/2021,-0.009031473,0.03116803,0.027112565,0.019532488,1.67,225.88,367.81,192.08,157.33
16/4/2021,0.003436848,0.010944614,0.013729115,0.011852485,1.59,227,372.93,196.09,160.38
23/4/2021,0.032171254,-0.002516229,-0.00124962,-0.004608649,1.58,237.52,371.74,195.72,159.18
30/4/2021,0.001066603,-0.003879256,0.00023671,-0.004938653,1.65,237.88,369.91,195.79,157.9
7/5/2021,0.038120043,-0.015066715,0.01227222,0.026638232,1.6,250.76,362.83,199.42,164.77
14/5/2021,0.005872962,-0.023421127,-0.01386013,-0.011368357,1.63,252.82,351.99,195.27,161.76
21/5/2021,-0.002664248,0.003053165,-0.004301148,-0.00508099,1.63,251.88,353.37,194,160.43
28/5/2021,-0.02515062,0.020601275,0.011598639,0.009407518,1.58,243.03,362.71,197.41,162.88
4/6/2021,-0.007433752,0.004797822,0.006119498,0.006580949,1.56,240.48,364.93,199.23,164.61
11/6/2021,0.027255639,0.018454391,0.00414397,-0.007973999,1.47,249.76,373.51,200.47,162.5
18/6/2021,-0.019927951,-0.002787692,-0.019070123,-0.03447619,1.45,242.79,372.19,194.74,153.45
25/6/2021,-0.001254412,0.023528664,0.02744792,0.034326297,1.54,242.36,383.3,202.83,162.15
2/7/2021,0.019394789,0.019428926,0.016709045,0.010261301,1.44,249,392.69,207.89,164.84
9/7/2021,0.012234957,0.004262315,0.003962454,0.002378795,1.37,253.27,394.79,209.11,165.47
16/7/2021,0.007897642,-0.018674589,-0.009705283,-0.005198327,1.31,256.06,385.55,206.11,164.09
23/7/2021,0.005869797,0.028400783,0.019568129,0.01075391,1.3,258.15,399.34,212.1,166.93
30/7/2021,-0.015998883,-0.011074618,-0.003748798,-0.003596449,1.24,252.42,393.81,210.93,165.97
6/8/2021,-0.015890131,0.011117636,0.009391181,0.007820431,1.31,246.82,399.3,213.85,168.05
13/8/2021,0.017732541,-0.000881234,0.007105305,0.008729715,1.29,252.97,398.86,216.08,170.39
20/8/2021,0.020086693,-0.007296636,-0.005916224,-0.011132068,1.26,260.06,395.22,214.21,167.38
27/8/2021,0.006387824,0.028189492,0.015244582,0.009536989,1.31,262.36,409.18,219,169.93
3/9/2021,-0.066563638,0.015475863,0.005799373,-0.002445078,1.33,238.24,417.06,220.85,169.27
10/9/2021,-0.044258515,-0.016148996,-0.016954963,-0.021502581,1.35,223.27,408.71,215.41,163.48
17/9/2021,0.009836978,-0.004737473,-0.005738563,-0.000683164,1.37,226.45,406.3,213.6,163.3
24/9/2021,-0.006126512,0.000256765,0.005070153,0.006190657,1.47,224.45,406.43,215.19,164.93
1/10/2021,0.018893512,-0.03196888,-0.022081919,-0.013550749,1.48,230.58,390.24,208.23,161.34
8/10/2021,0.019148164,0.000877121,0.00785128,0.012206321,1.61,236.91,390.67,210.65,164.53
15/10/2021,-0.016651331,0.021806917,0.018252052,0.01580161,1.59,231.3,401.37,216.32,168.71
22/10/2021,-0.001720495,0.012944532,0.016439049,0.010829519,1.66,230.73,407.86,221.52,171.62
29/10/2021,0.050645542,0.0270547,0.013311769,0.003976143,1.55,247.48,421.6,225.8,172.7
5/11/2021,0.021900541,0.030521472,0.019981584,0.014191419,1.45,255.09,437.52,232.31,176.57
12/11/2021,-0.00180236,-0.006920673,-0.003099516,-0.006255198,1.58,254.45,433.8,231.28,174.84
19/11/2021,-0.006235012,0.012382915,0.00319971,-0.013789841,1.54,252.24,440.41,232.34,171.05
26/11/2021,0.002327958,-0.035232509,-0.021995547,-0.019738056,1.48,253.06,421.37,225.03,165.7
3/12/2021,0.020081573,-0.026219384,-0.012214257,-0.009145653,1.35,260.15,407.7,221.06,163.27
10/12/2021,0.055699014,0.036143392,0.038248302,0.040224864,1.48,280.21,426.05,233.34,173.86
17/12/2021,0.032376844,-0.029483889,-0.019379612,-0.016833419,1.41,292.52,410.54,226.88,169.25
24/12/2021,0.027463569,0.031868218,0.022730054,0.016527391,1.5,303.3,426.81,234.31,173.7
31/12/2021,0.017356806,-0.000531501,0.008554934,0.010778224,1.52,310.3,426.53,237.17,176.65
7/1/2022,-0.003826468,-0.045315557,-0.018714595,-0.002927887,1.76,308.73,402.67,230.86,175.84
14/1/2022,0.007339809,-0.002824915,-0.003022426,-0.008809455,1.78,311.73,401.25,229.86,173.41
21/1/2022,-0.028635271,-0.075531172,-0.056811981,-0.045865184,1.75,299.94,363.39,211.12,160.87
28/1/2022,0.045006751,0.000129481,0.007714065,0.013416644,1.78,317.94,363.45,213.52,164.37
4/2/2022,0.019787529,0.023778185,0.015501403,0.010515565,1.93,326.21,374.47,218.38,167.15
11/2/2022,0.009666596,-0.021771661,-0.018185816,-0.010031817,1.92,330.33,364.14,212.59,164.47
18/2/2022,0.014221644,-0.017623993,-0.015803449,-0.018981359,1.92,336.45,355.96,207.65,159.45
25/2/2022,0.03826326,0.010812352,0.008223631,-0.000578146,1.97,353.15,360.89,210.18,159.3
4/3/2022,0.006818934,-0.027837445,-0.012734541,-0.013035094,1.74,356.24,348.06,206.23,155.92
11/3/2022,-0.009950903,-0.035263134,-0.028769226,-0.019967177,2,351.7,332.26,197.42,150.81
18/3/2022,0.068009741,0.08175635,0.061562773,0.054981859,2.14,382.42,367.6,215.73,164.6
25/3/2022,0.013390821,0.019824636,0.01792671,0.003061224,2.48,388.88,376.87,221.39,165.41
1/4/2022,0.008366061,0.006500723,0.000591182,-0.001243359,2.39,392.97,379.97,221.58,165.08
8/4/2022,0.075481267,-0.03860658,-0.01265626,-0.00279161,2.72,430.18,361.44,217.51,164.34
15/4/2022,-0.072296201,-0.026243932,-0.021322163,-0.007755164,2.83,391.85,349.33,210.74,162.29
22/4/2022,-0.045095049,-0.038323726,-0.027482783,-0.01860536,2.9,369.67,332.11,202.2,157.41
29/4/2022,-0.052334618,-0.039318692,-0.032759762,-0.024668816,2.89,345.09,315.12,192.3,151.06
6/5/2022,0.040508661,-0.015393139,-0.002086897,-0.002350036,3.12,363.12,308.73,191.69,150.47
13/5/2022,0.004383313,-0.027964671,-0.024100929,-0.021359843,2.93,365.15,297.3,184.66,145.12
20/5/2022,-0.016209825,-0.038157564,-0.030457388,-0.029046997,2.78,357.61,282.14,175.99,138
27/5/2022,-0.006686917,0.068378081,0.065835719,0.062436975,2.74,354.55,308.27,194.16,152.86
3/6/2022,-0.018875811,-0.009748451,-0.011932282,-0.009451871,2.96,345.97,304.29,190.65,150.47
10/6/2022,-0.026974909,-0.055999406,-0.050541889,-0.045793907,3.15,333.94,281.65,175.96,139
17/6/2022,-0.034359589,-0.047766278,-0.05794318,-0.04790795,3.25,319.03,263.42,159.97,127.55
24/6/2022,0.10168723,0.074927082,0.064468977,0.053922215,3.13,361.64,290.65,176.73,139.82
1/7/2022,0.00957456,-0.041315756,-0.022115419,-0.012801268,2.88,366.06,274.51,170.61,136.75
8/7/2022,-0.006179462,0.045606259,0.01936366,0.007729673,3.09,363.18,291.59,175.85,138.58
15/7/2022,0.005052032,-0.015730739,-0.009280406,-0.001592757,2.93,365.52,285.43,173.29,138.2
22/7/2022,-0.033532394,0.033339387,0.025504043,0.019563392,2.77,349.91,298.28,180.26,142.86
29/7/2022,-0.033406681,0.047027217,0.042567616,0.02964671,2.67,334.88,317.01,192.19,150.06
5/8/2022,-0.03812546,0.021534256,0.003593552,-0.001279693,2.83,318.3,325.99,193.24,149.74
12/8/2022,0.033038489,0.03077537,0.03256718,0.029190358,2.84,332.12,339.1,202.79,157.03
19/8/2022,-0.00525317,-0.026212708,-0.012087585,-0.001595145,2.98,329.85,327.59,199.13,156.62
26/8/2022,-0.03878097,-0.044341542,-0.04038378,-0.042241446,3.04,313.18,308.63,187.05,145.78
2/9/2022,-0.000508253,-0.042067396,-0.032886257,-0.029904793,3.2,312.97,291.44,177.61,138.43
9/9/2022,0.037726711,0.041385653,0.03649004,0.026632555,3.33,328.55,307.64,187.74,144.78
16/9/2022,0.0186676,-0.054803258,-0.047716689,-0.041343247,3.45,336.55,285.3,174.01,134.66
23/9/2022,-0.006940786,-0.05071373,-0.046494653,-0.039972726,3.69,333.52,265.76,161.27,125.28
30/9/2022,-0.061865658,-0.026902887,-0.029126957,-0.029252486,3.83,306.7,255.92,153.66,118.69
7/10/2022,0.033882469,0.007276916,0.015059529,0.01989117,3.89,320.48,258.51,157.48,123.04
14/10/2022,0.03013223,-0.031073052,-0.015574025,0.011567432,4,333.15,247.37,153.47,125.62
21/10/2022,0.028835276,0.052134612,0.047382333,0.048843188,4.21,345.64,265.48,165.48,136.64
28/10/2022,0.00372498,0.022354164,0.039513334,0.057217715,4.02,347.3,273.65,175.97,150.18
4/11/2022,-0.01578359,-0.056496722,-0.033445664,-0.013949956,4.17,340.24,252.54,166.74,146.69
11/11/2022,0.033595312,0.080983718,0.058971283,0.041509587,3.82,355.03,281.09,182.47,156.93
18/11/2022,0.032107773,-0.015665591,-0.006903388,-7.78E-05,3.82,369.64,275.12,180.52,156.91
25/11/2022,0.029937825,0.007197697,0.015328675,0.017827255,3.68,383.7,277.82,184.82,161.49
2/12/2022,0.025304941,0.020962363,0.011305386,0.00240927,3.51,395.94,285.74,188.04,162.12
9/12/2022,-0.003669799,-0.039871416,-0.033710596,-0.027697238,3.57,394.12,270.36,178.33,154.86
